time,gFx,gFy,gFz,TgF
0.852310385,-0.2099,-1.0076,0.1102,1.035
0.852428615,-0.2099,-1.0056,0.1090,1.033
0.852523077,-0.2092,-1.0093,0.1058,1.036
0.865308846,-0.2134,-1.0076,0.1031,1.035
0.866009231,-0.2162,-1.0051,0.1018,1.033
0.866130154,-0.2172,-1.0000,0.0980,1.028
0.866215615,-0.2180,-1.0007,0.0950,1.029
0.866284615,-0.2218,-0.9990,0.0936,1.028
0.866812846,-0.2255,-0.9970,0.0945,1.027
0.868793538,-0.2304,-0.9944,0.0950,1.025
0.872575385,-0.2274,-0.9932,0.0941,1.023
0.873977154,-0.2248,-0.9929,0.0950,1.022
0.876865231,-0.2258,-0.9934,0.0965,1.023
0.879304538,-0.2278,-0.9944,0.0960,1.025
0.880900538,-0.2260,-0.9963,0.0960,1.026
0.883247077,-0.2265,-0.9963,0.0982,1.026
0.886003615,-0.2285,-0.9985,0.0990,1.029
0.888202154,-0.2273,-0.9995,0.1006,1.030
0.890259692,-0.2265,-1.0002,0.1018,1.031
0.893010154,-0.2255,-1.0044,0.1041,1.035
0.895136846,-0.2239,-1.0039,0.1082,1.034
0.898012615,-0.2239,-1.0014,0.1106,1.032
0.900440538,-0.2258,-1.0019,0.1114,1.033
0.902267308,-0.2243,-1.0034,0.1134,1.034
0.905198385,-0.2192,-1.0019,0.1153,1.032
0.907416,-0.2178,-1.0053,0.1165,1.035
0.909605769,-0.2169,-1.0051,0.1187,1.035
0.911604231,-0.2116,-1.0058,0.1187,1.035
0.918066461,-0.2101,-1.0083,0.1204,1.037
0.918408,-0.2116,-1.0093,0.1211,1.038
0.918598461,-0.2094,-1.0134,0.1202,1.042
0.924865538,-0.2060,-1.0137,0.1190,1.041
0.925176538,-0.2057,-1.0132,0.1172,1.040
0.925427385,-0.2094,-1.0121,0.1167,1.040
0.928285538,-0.2067,-1.0112,0.1151,1.039
0.933717846,-0.2043,-1.0090,0.1114,1.035
0.93382,-0.2057,-1.0076,0.1106,1.034
0.938096923,-0.2092,-1.0039,0.1080,1.031
0.938549846,-0.2092,-1.0034,0.1053,1.030
0.939913231,-0.2129,-1.0027,0.1078,1.031
0.941866154,-0.2136,-1.0032,0.1065,1.031
0.944520231,-0.2143,-1.0037,0.1016,1.031
0.947425231,-0.2150,-1.0065,0.0994,1.034
0.949080538,-0.2138,-1.0065,0.0975,1.034
0.951196538,-0.2169,-1.0081,0.0969,1.036
0.953638077,-0.2167,-1.0088,0.0994,1.037
0.955907692,-0.2202,-1.0085,0.1021,1.037
0.958699923,-0.2182,-1.0058,0.1001,1.034
0.961252846,-0.2206,-1.0060,0.0992,1.035
0.963210385,-0.2214,-1.0060,0.0997,1.035
0.966098077,-0.2202,-1.0065,0.0972,1.035
0.968066077,-0.2229,-1.0027,0.1011,1.032
0.970328,-0.2239,-1.0032,0.1004,1.033
0.972822692,-0.2231,-1.0032,0.1011,1.033
0.975290154,-0.2258,-1.0016,0.1006,1.032
0.977883308,-0.2248,-1.0000,0.1024,1.030
0.980015385,-0.2258,-1.0021,0.1038,1.032
0.982359385,-0.2260,-1.0019,0.1046,1.032
0.984625538,-0.2202,-1.0034,0.1038,1.032
0.987546154,-0.2214,-1.0060,0.1073,1.036
0.989852615,-0.2206,-1.0058,0.1085,1.035
0.991684,-0.2162,-1.0065,0.1097,1.035
0.994469769,-0.2162,-1.0053,0.1131,1.034
0.996471923,-0.2143,-1.0065,0.1148,1.035
0.999283308,-0.2138,-1.0046,0.1136,1.033
1.002463,-0.2129,-1.0053,0.1139,1.034
1.003708308,-0.2101,-1.0073,0.1134,1.035
1.006312231,-0.2080,-1.0041,0.1131,1.032
1.009058692,-0.2020,-1.0046,0.1118,1.031
1.011843615,-0.2025,-1.0073,0.1092,1.033
1.013063923,-0.2013,-1.0056,0.1129,1.032
1.015470769,-0.2011,-1.0049,0.1151,1.031
1.018291615,-0.1999,-1.0065,0.1155,1.033
1.020322385,-0.2060,-1.0007,0.1197,1.029
1.023393154,-0.2041,-1.0019,0.1195,1.029
1.024876,-0.2025,-1.0007,0.1190,1.028
1.027217461,-0.2041,-0.9990,0.1162,1.026
1.029588538,-0.2048,-0.9968,0.1158,1.024
1.033206769,-0.2038,-0.9968,0.1134,1.024
1.039788846,-0.2099,-0.9963,0.1109,1.024
1.040608308,-0.2094,-0.9965,0.1085,1.024
1.041023615,-0.2118,-0.9972,0.1065,1.025
1.041389538,-0.2146,-0.9951,0.1048,1.023
1.060163692,-0.2175,-0.9948,0.1018,1.023
1.061038154,-0.2211,-0.9951,0.1016,1.024
1.061391923,-0.2182,-0.9948,0.1006,1.023
1.061863077,-0.2206,-0.9944,0.1009,1.024
1.062212231,-0.2236,-0.9988,0.1029,1.029
1.062507,-0.2260,-0.9970,0.1031,1.028
1.062781769,-0.2241,-0.9960,0.1055,1.026
1.063065538,-0.2229,-0.9997,0.1046,1.030
1.063345461,-0.2227,-0.9968,0.1038,1.027
1.065761846,-0.2109,-1.0029,0.1080,1.030
1.067743077,-0.2023,-1.0056,0.1109,1.032
1.070315,-0.2074,-1.0073,0.1055,1.034
1.072304923,-0.2197,-1.0081,0.1006,1.037
1.074639308,-0.2248,-1.0078,0.0987,1.037
1.079310385,-0.2267,-1.0083,0.0992,1.038
1.080257154,-0.2295,-1.0102,0.1024,1.041
1.081942769,-0.2299,-1.0073,0.1034,1.038
1.084140538,-0.2309,-1.0085,0.1043,1.040
1.086642769,-0.2234,-1.0100,0.1046,1.040
1.089732538,-0.2162,-1.0132,0.1021,1.041
1.091022385,-0.2131,-1.0139,0.1011,1.041
1.093628538,-0.2121,-1.0146,0.1058,1.042
1.095742461,-0.2162,-1.0134,0.1097,1.042
1.098313461,-0.2190,-1.0139,0.1106,1.043
1.100739923,-0.2169,-1.0153,0.1094,1.044
1.102777154,-0.2150,-1.0146,0.1116,1.043
1.105222385,-0.2106,-1.0156,0.1127,1.043
1.107451923,-0.2123,-1.0112,0.1143,1.040
1.110362154,-0.2155,-1.0127,0.1165,1.042
1.112646692,-0.2155,-1.0085,0.1207,1.038
1.115135692,-0.2162,-1.0088,0.1185,1.038
1.116999077,-0.2118,-1.0076,0.1146,1.036
1.119202154,-0.2134,-1.0051,0.1148,1.034
1.123526692,-0.2150,-1.0049,0.1139,1.034
1.124367,-0.2178,-1.0024,0.1141,1.032
1.126637769,-0.2202,-0.9983,0.1109,1.028
1.129235923,-0.2192,-0.9958,0.1104,1.026
1.131358154,-0.2209,-0.9939,0.1090,1.024
1.139572923,-0.2199,-0.9934,0.1087,1.023
1.142650461,-0.2194,-0.9951,0.1024,1.024
1.142939077,-0.2172,-0.9944,0.0990,1.023
1.143135385,-0.2158,-0.9960,0.0953,1.024
1.143295308,-0.2178,-0.9978,0.0950,1.026
1.15444,-0.2175,-0.9934,0.0955,1.021
1.155250769,-0.2214,-0.9958,0.0962,1.025
1.155545154,-0.2197,-1.0007,0.0967,1.029
1.155794077,-0.2216,-1.0029,0.0997,1.032
1.156022692,-0.2199,-1.0046,0.0999,1.033
1.157178154,-0.2175,-1.0068,0.0999,1.035
1.159524615,-0.2165,-1.0073,0.1016,1.035
1.161781769,-0.2131,-1.0112,0.1024,1.038
1.164127692,-0.2116,-1.0105,0.1048,1.038
1.167565231,-0.2089,-1.0100,0.1050,1.037
1.168570385,-0.2104,-1.0125,0.1062,1.040
1.171015,-0.2118,-1.0127,0.1078,1.040
1.173687,-0.2116,-1.0117,0.1097,1.039
1.176395077,-0.2111,-1.0127,0.1080,1.040
1.178459077,-0.2148,-1.0083,0.1090,1.037
1.181244615,-0.2148,-1.0085,0.1082,1.037
1.183084615,-0.2165,-1.0049,0.1102,1.034
1.185519692,-0.2178,-1.0044,0.1102,1.034
1.189695077,-0.2180,-1.0004,0.1131,1.030
1.190322385,-0.2190,-1.0000,0.1123,1.030
1.192305538,-0.2190,-0.9983,0.1131,1.028
1.195753461,-0.2204,-1.0009,0.1139,1.031
1.196947077,-0.2175,-1.0021,0.1165,1.032
1.199485231,-0.2146,-1.0000,0.1158,1.029
1.202213231,-0.2172,-1.0000,0.1155,1.030
1.20416,-0.2169,-1.0014,0.1155,1.031
1.206879077,-0.2134,-0.9997,0.1121,1.028
1.208736846,-0.2150,-1.0004,0.1090,1.029
1.212765538,-0.2169,-1.0016,0.1082,1.031
1.213613538,-0.2134,-1.0027,0.1053,1.031
1.215997846,-0.2118,-1.0024,0.1080,1.030
