time,gFx,gFy,gFz,TgF
1.118633539,-0.9998,-0.0584,0.1434,1.012
1.120971077,-0.9979,-0.0569,0.1458,1.010
1.123115154,-1.0012,-0.0598,0.1444,1.013
1.125337923,-1.0015,-0.0591,0.1434,1.013
1.127801231,-0.9983,-0.0579,0.1446,1.010
1.130231154,-0.9998,-0.0591,0.1474,1.012
1.132774462,-0.9981,-0.0579,0.1456,1.010
1.135090154,-0.9981,-0.0571,0.1481,1.011
1.142977616,-0.9975,-0.0594,0.1446,1.010
1.144136,-0.9961,-0.0591,0.1451,1.008
1.149312923,-0.9991,-0.0577,0.1441,1.011
1.149798231,-1.0005,-0.0569,0.1476,1.013
1.150114539,-1.0007,-0.0584,0.1453,1.013
1.150335077,-1.0024,-0.0586,0.1463,1.015
1.156637539,-1.0015,-0.0566,0.1478,1.014
1.157132693,-1.0028,-0.0603,0.1481,1.015
1.157341231,-0.9993,-0.0594,0.1458,1.012
1.15868777,-1.0000,-0.0586,0.1483,1.013
1.160636616,-1.0005,-0.0571,0.1483,1.013
1.163110154,-1.0032,-0.0596,0.1486,1.016
1.165482462,-1.0039,-0.0584,0.1465,1.016
1.167892693,-1.0000,-0.0574,0.1493,1.013
1.171669539,-0.9979,-0.0584,0.1470,1.010
1.172679077,-0.9995,-0.0574,0.1463,1.012
1.175373923,-1.0000,-0.0552,0.1461,1.012
1.177225616,-1.0012,-0.0569,0.1437,1.013
1.180833,-0.9993,-0.0582,0.1449,1.011
1.183564077,-0.9993,-0.0579,0.1456,1.011
1.184370847,-1.0015,-0.0566,0.1451,1.014
1.186895693,-1.0000,-0.0577,0.1465,1.012
1.189426539,-0.9988,-0.0582,0.1453,1.011
1.191823385,-0.9970,-0.0569,0.1451,1.009
1.193984308,-0.9963,-0.0591,0.1478,1.009
1.196101539,-0.9986,-0.0606,0.1478,1.011
1.198744077,-0.9993,-0.0596,0.1470,1.012
1.20078,-0.9979,-0.0574,0.1449,1.010
1.203492385,-0.9988,-0.0559,0.1465,1.011
1.205805308,-0.9968,-0.0569,0.1474,1.009
1.207889847,-0.9975,-0.0554,0.1478,1.010
1.210820308,-0.9981,-0.0577,0.1481,1.011
