time,gFx,gFy,gFz,TgF
4.934842462,-0.0890,0.0011,0.9892,0.993
4.936875077,-0.0895,0.0011,0.9836,0.988
4.939100385,-0.0895,-0.0002,0.9804,0.984
4.943348077,-0.0936,0.0018,0.9802,0.985
4.944182231,-0.0936,0.0004,0.9765,0.981
4.952735769,-0.0958,0.0006,0.9753,0.980
4.953277,-0.0926,0.0009,0.9785,0.983
4.953537615,-0.0923,0.0004,0.9778,0.982
4.953803769,-0.0904,0.0006,0.9785,0.983
4.955734769,-0.0902,-0.0044,0.9787,0.983
4.958600308,-0.0870,-0.0009,0.9792,0.983
4.960808923,-0.0878,-0.0034,0.9773,0.981
4.962855692,-0.0890,-0.0056,0.9765,0.981
4.965413308,-0.0878,-0.0051,0.9773,0.981
4.967555385,-0.0885,-0.0021,0.9767,0.981
4.970535692,-0.0876,0.0009,0.9780,0.982
4.972756077,-0.0923,-0.0007,0.9780,0.982
4.976085923,-0.0946,0.0011,0.9783,0.983
4.976923385,-0.0972,-0.0005,0.9811,0.986
4.980048385,-0.0948,-0.0012,0.9823,0.987
4.982096385,-0.0965,-0.0037,0.9855,0.990
4.984486538,-0.0983,-0.0063,0.9902,0.995
4.987025615,-0.0963,-0.0053,0.9923,0.997
4.989577231,-0.0968,-0.0073,0.9978,1.002
4.991967154,-0.0963,-0.0070,1.0007,1.005
4.993953615,-0.0965,-0.0053,1.0037,1.008
4.996345846,-0.0951,-0.0065,1.0032,1.008
4.998958231,-0.0953,-0.0039,1.0032,1.008
5.001004692,-0.0965,-0.0037,1.0029,1.007
5.003337923,-0.1004,-0.0046,1.0019,1.007
5.005434231,-0.1009,-0.0044,1.0000,1.005
5.013106231,-0.1034,-0.0061,1.0014,1.007
5.014149923,-0.1041,-0.0078,0.9929,0.998
5.016285,-0.1060,-0.0065,0.9939,1.000
5.016622846,-0.1029,-0.0046,0.9992,1.004
5.020167154,-0.1007,-0.0063,1.0021,1.007
5.020514846,-0.1002,-0.0088,0.9992,1.004
5.025844385,-0.0926,-0.0086,1.0037,1.008
5.026626462,-0.0960,-0.0073,1.0078,1.012
5.026901846,-0.0936,-0.0081,1.0068,1.011
5.029332692,-0.0939,-0.0083,1.0049,1.009
5.031854231,-0.0929,-0.0083,1.0039,1.008
5.033491692,-0.0941,-0.0070,1.0032,1.008
5.036408923,-0.0921,-0.0056,1.0014,1.006
5.038642154,-0.0904,-0.0078,0.9980,1.002
5.040923154,-0.0921,-0.0078,0.9972,1.002
5.043243154,-0.0909,-0.0075,0.9936,0.998
5.045321231,-0.0921,-0.0095,0.9895,0.994
5.047602846,-0.0902,-0.0058,0.9855,0.990
5.050087462,-0.0863,-0.0058,0.9853,0.989
5.054879769,-0.0839,-0.0030,0.9876,0.991
5.055667462,-0.0855,-0.0009,0.9865,0.990
5.057446462,-0.0858,0.0000,0.9865,0.990
5.05952,-0.0806,0.0002,0.9851,0.988
5.061842769,-0.0811,-0.0034,0.9841,0.987
5.064650769,-0.0790,-0.0053,0.9848,0.988
5.066568077,-0.0829,-0.0081,0.9818,0.985
5.069342538,-0.0831,-0.0075,0.9787,0.982
5.071731692,-0.0816,-0.0078,0.9778,0.981
5.073939692,-0.0814,-0.0073,0.9718,0.975
5.076773308,-0.0818,-0.0068,0.9726,0.976
5.078424692,-0.0797,-0.0083,0.9709,0.974
5.081472692,-0.0758,-0.0110,0.9726,0.976
5.083685923,-0.0706,-0.0144,0.9760,0.979
5.087634154,-0.0629,-0.0137,0.9790,0.981
5.088459077,-0.0604,-0.0186,0.9816,0.984
5.090553615,-0.0525,-0.0176,0.9821,0.984
5.092593923,-0.0457,-0.0227,0.9895,0.991
5.094850462,-0.0436,-0.0247,0.9916,0.993
5.097812385,-0.0406,-0.0242,0.9934,0.994
5.100263769,-0.0375,-0.0244,0.9939,0.995
5.113583385,-0.0389,-0.0239,0.9885,0.990
5.114490538,-0.0411,-0.0274,0.9851,0.986
5.114832308,-0.0482,-0.0232,0.9785,0.980
5.115187154,-0.0520,-0.0212,0.9731,0.975
5.115537231,-0.0569,-0.0200,0.9699,0.972
5.118218846,-0.0599,-0.0191,0.9636,0.966
5.118455154,-0.0636,-0.0200,0.9650,0.967
5.118754538,-0.0631,-0.0210,0.9650,0.967
5.130342231,-0.0631,-0.0193,0.9618,0.964
5.131209,-0.0569,-0.0191,0.9638,0.966
5.131436077,-0.0560,-0.0200,0.9645,0.966
5.131934538,-0.0550,-0.0186,0.9582,0.960
5.132223154,-0.0531,-0.0200,0.9538,0.955
5.132520077,-0.0557,-0.0188,0.9474,0.949
5.135606462,-0.0577,-0.0219,0.9401,0.942
5.137876923,-0.0594,-0.0193,0.9347,0.937
5.140564077,-0.0665,-0.0170,0.9294,0.932
5.142972,-0.0682,-0.0166,0.9262,0.929
5.144617846,-0.0721,-0.0154,0.9250,0.928
5.147494462,-0.0748,-0.0163,0.9264,0.930
5.149625231,-0.0770,-0.0161,0.9289,0.932
5.151985846,-0.0753,-0.0168,0.9291,0.932
5.154130154,-0.0774,-0.0168,0.9355,0.939
5.156673538,-0.0726,-0.0176,0.9394,0.942
5.158813615,-0.0734,-0.0203,0.9431,0.946
5.161405231,-0.0738,-0.0207,0.9455,0.949
5.165642231,-0.0760,-0.0215,0.9492,0.952
5.166491769,-0.0780,-0.0176,0.9496,0.953
5.167931385,-0.0834,-0.0195,0.9487,0.953
5.170725231,-0.0883,-0.0170,0.9516,0.956
5.173013,-0.0926,-0.0186,0.9533,0.958
5.176754538,-0.0970,-0.0170,0.9550,0.960
5.177642462,-0.0970,-0.0193,0.9567,0.962
5.180540692,-0.0978,-0.0207,0.9616,0.967
5.182820923,-0.0963,-0.0205,0.9641,0.969
5.185427154,-0.0914,-0.0227,0.9638,0.968
5.188645231,-0.0867,-0.0249,0.9611,0.965
5.189393615,-0.0839,-0.0242,0.9585,0.962
5.191614231,-0.0809,-0.0266,0.9562,0.960
5.194269231,-0.0811,-0.0317,0.9462,0.950
5.196950154,-0.0753,-0.0347,0.9433,0.947
5.199030154,-0.0709,-0.0373,0.9440,0.947
5.201222231,-0.0709,-0.0430,0.9433,0.947
5.203877615,-0.0657,-0.0454,0.9431,0.946
5.205884615,-0.0597,-0.0496,0.9467,0.950
5.213608692,-0.0548,-0.0493,0.9433,0.946
5.214604615,-0.0424,-0.0513,0.9459,0.948
5.215011462,-0.0333,-0.0559,0.9494,0.952
5.215471692,-0.0250,-0.0589,0.9487,0.951
5.218708308,-0.0164,-0.0596,0.9476,0.950
5.227939462,-0.0137,-0.0615,0.9487,0.951
5.228564692,-0.0081,-0.0669,0.9487,0.951
5.228800923,-0.0047,-0.0659,0.9482,0.950
5.229010462,0.0003,-0.0682,0.9469,0.949
5.229248615,0.0006,-0.0687,0.9462,0.949
5.231940923,0.0006,-0.0706,0.9474,0.950
5.233960615,-0.0020,-0.0689,0.9476,0.950
5.236400692,-0.0035,-0.0694,0.9511,0.954
5.238957,-0.0066,-0.0701,0.9531,0.956
5.242562538,-0.0103,-0.0664,0.9536,0.956
5.243401231,-0.0145,-0.0650,0.9548,0.957
5.246386538,-0.0182,-0.0654,0.9550,0.957
5.248880692,-0.0233,-0.0633,0.9541,0.956
5.250722462,-0.0271,-0.0594,0.9548,0.957
5.253888,-0.0340,-0.0589,0.9489,0.951
5.255314154,-0.0403,-0.0591,0.9418,0.945
5.257602462,-0.0496,-0.0601,0.9371,0.940
5.260515462,-0.0525,-0.0613,0.9323,0.936
5.262887385,-0.0569,-0.0618,0.9254,0.929
5.265511154,-0.0587,-0.0633,0.9208,0.925
5.272000615,-0.0601,-0.0664,0.9186,0.923
5.272370538,-0.0567,-0.0657,0.9182,0.922
5.272459769,-0.0533,-0.0679,0.9205,0.925
5.277112923,-0.0482,-0.0689,0.9215,0.925
5.284045846,-0.0431,-0.0699,0.9240,0.928
5.284150462,-0.0369,-0.0703,0.9301,0.933
5.284220385,-0.0350,-0.0711,0.9350,0.938
5.284289923,-0.0326,-0.0776,0.9424,0.946
5.285552615,-0.0306,-0.0787,0.9464,0.950
5.288063769,-0.0269,-0.0816,0.9482,0.952
5.290493308,-0.0262,-0.0843,0.9543,0.958
5.292940692,-0.0238,-0.0904,0.9609,0.965
5.295683769,-0.0213,-0.0965,0.9662,0.971
5.300081308,-0.0189,-0.1001,0.9694,0.975
5.300440385,-0.0152,-0.1031,0.9736,0.979
5.302560385,-0.0115,-0.1092,0.9792,0.985
5.304516308,-0.0084,-0.1114,0.9841,0.990
5.306902769,-0.0052,-0.1136,0.9865,0.993
5.310246462,-0.0049,-0.1167,0.9851,0.992
5.311829923,0.0003,-0.1185,0.9876,0.995
5.314334538,-0.0017,-0.1244,0.9872,0.995
5.316415462,-0.0035,-0.1265,0.9860,0.994
5.319828,-0.0015,-0.1263,0.9829,0.991
5.321478154,-0.0030,-0.1288,0.9785,0.987
5.323612923,-0.0049,-0.1309,0.9758,0.985
5.326444385,-0.0037,-0.1348,0.9680,0.977
5.328597923,0.0001,-0.1348,0.9629,0.972
5.331631692,0.0018,-0.1370,0.9587,0.968
5.333120385,0.0050,-0.1397,0.9533,0.963
5.335546231,0.0082,-0.1451,0.9496,0.961
5.338007385,0.0129,-0.1463,0.9489,0.960
5.343145846,0.0160,-0.1514,0.9476,0.960
5.344038769,0.0164,-0.1539,0.9459,0.958
5.345635385,0.0164,-0.1568,0.9459,0.959
5.347977538,0.0167,-0.1610,0.9455,0.959
5.350523769,0.0155,-0.1622,0.9482,0.962
5.354544077,0.0124,-0.1642,0.9487,0.963
5.355380692,0.0120,-0.1659,0.9543,0.969
5.356928385,0.0111,-0.1661,0.9601,0.974
5.359896077,0.0113,-0.1659,0.9680,0.982
5.361967154,0.0080,-0.1686,0.9774,0.992
5.364687462,0.0096,-0.1728,0.9863,1.001
5.366498154,0.0108,-0.1784,0.9980,1.014
5.368718154,0.0129,-0.1833,1.0119,1.028
5.370896308,0.0111,-0.1861,1.0226,1.040
5.373771077,0.0089,-0.1889,1.0312,1.048
5.376284,0.0038,-0.1915,1.0344,1.052
5.378443385,-0.0035,-0.1933,1.0386,1.056
5.381576615,-0.0086,-0.1984,1.0425,1.061
5.382974231,-0.0147,-0.2020,1.0435,1.063
5.385568385,-0.0225,-0.2047,1.0430,1.063
5.387973231,-0.0269,-0.2040,1.0403,1.060
5.390400077,-0.0247,-0.2082,1.0388,1.060
5.392792,-0.0222,-0.2110,1.0379,1.059
5.394704923,-0.0228,-0.2152,1.0373,1.060
5.397628385,-0.0215,-0.2191,1.0396,1.063
5.399995692,-0.0213,-0.2231,1.0381,1.062
5.402379462,-0.0203,-0.2296,1.0371,1.062
5.403980923,-0.0166,-0.2345,1.0368,1.063
5.407555077,-0.0182,-0.2392,1.0376,1.065
5.414244385,-0.0186,-0.2441,1.0366,1.065
5.415307692,-0.0166,-0.2482,1.0342,1.064
5.415839077,-0.0128,-0.2521,1.0339,1.064
5.416082231,-0.0101,-0.2541,1.0332,1.064
5.418728385,-0.0093,-0.2573,1.0298,1.061
5.443358154,-0.0073,-0.2631,1.0298,1.063
5.444288,-0.0061,-0.2629,1.0291,1.062
5.444525923,0.0001,-0.2667,1.0298,1.064
5.444797231,0.0057,-0.2741,1.0305,1.066
5.445005615,0.0080,-0.2797,1.0305,1.068
5.445207769,0.0145,-0.2846,1.0322,1.071
5.445433,0.0223,-0.2907,1.0310,1.071
5.445635769,0.0253,-0.2970,1.0305,1.073
5.445850154,0.0302,-0.3037,1.0305,1.075
5.446060385,0.0311,-0.3056,1.0283,1.073
5.446261,0.0323,-0.3083,1.0266,1.072
5.446486538,0.0367,-0.3100,1.0249,1.071
5.449627769,0.0372,-0.3107,1.0266,1.073
5.451982231,0.0362,-0.3088,1.0305,1.076
5.454478154,0.0360,-0.3105,1.0339,1.080
5.456216077,0.0321,-0.3091,1.0381,1.084
5.458137846,0.0329,-0.3137,1.0400,1.087
5.461113846,0.0297,-0.3163,1.0437,1.091
5.463494462,0.0248,-0.3176,1.0486,1.096
5.465913538,0.0174,-0.3252,1.0549,1.104
5.467568692,0.0141,-0.3274,1.0589,1.108
5.470615462,0.0062,-0.3298,1.0622,1.112
5.472914462,0.0011,-0.3324,1.0689,1.119
5.477007385,-0.0032,-0.3347,1.0703,1.121
5.478125923,-0.0135,-0.3357,1.0745,1.126
5.479378462,-0.0182,-0.3347,1.0742,1.125
5.482591692,-0.0242,-0.3354,1.0759,1.127
5.484568615,-0.0338,-0.3364,1.0759,1.128
5.488131077,-0.0415,-0.3373,1.0713,1.124
5.488841231,-0.0501,-0.3386,1.0647,1.118
5.491282462,-0.0597,-0.3428,1.0557,1.112
5.494402538,-0.0641,-0.3466,1.0419,1.100
5.496626462,-0.0662,-0.3525,1.0275,1.088
5.498941923,-0.0645,-0.3545,1.0144,1.076
5.500965538,-0.0618,-0.3628,1.0019,1.067
5.504274538,-0.0616,-0.3696,0.9921,1.061
5.50548,-0.0577,-0.3760,0.9827,1.054
5.507944615,-0.0489,-0.3838,0.9760,1.050
5.513644,-0.0364,-0.3909,0.9729,1.049
5.514659154,-0.0282,-0.3970,0.9687,1.047
5.515121846,-0.0179,-0.4031,0.9660,1.047
5.517293308,-0.0049,-0.4074,0.9616,1.044
5.528732615,0.0011,-0.4116,0.9552,1.040
5.529339385,0.0052,-0.4156,0.9501,1.037
5.529608692,0.0113,-0.4212,0.9452,1.035
5.529806769,0.0164,-0.4265,0.9424,1.035
5.529993923,0.0231,-0.4290,0.9377,1.031
5.533103077,0.0278,-0.4373,0.9364,1.034
5.533799692,0.0358,-0.4463,0.9379,1.039
5.536517615,0.0455,-0.4535,0.9411,1.046
5.538421846,0.0536,-0.4619,0.9487,1.057
5.541490154,0.0660,-0.4671,0.9569,1.067
5.543655154,0.0770,-0.4708,0.9660,1.077
5.545739385,0.0842,-0.4752,0.9762,1.089
5.547946154,0.0905,-0.4798,0.9855,1.100
5.550959462,0.0979,-0.4823,0.9909,1.106
5.553438231,0.1012,-0.4820,0.9944,1.110
5.555670538,0.1035,-0.4835,0.9965,1.112
5.557274846,0.1030,-0.4884,0.9970,1.115
5.559852077,0.0998,-0.4896,1.0034,1.121
5.562080077,0.0947,-0.4915,1.0102,1.127
5.564749923,0.0910,-0.4971,1.0130,1.132
5.567005538,0.0935,-0.5015,1.0230,1.143
5.569460385,0.0926,-0.5045,1.0303,1.151
5.571441846,0.0907,-0.5089,1.0412,1.162
5.573944,0.0849,-0.5106,1.0486,1.169
5.576388692,0.0802,-0.5106,1.0584,1.178
5.578630462,0.0707,-0.5101,1.0676,1.185
5.581504923,0.0626,-0.5080,1.0720,1.188
5.583349538,0.0539,-0.5033,1.0787,1.192
5.586014769,0.0429,-0.5015,1.0855,1.197
5.588294538,0.0334,-0.4957,1.0899,1.198
5.590424615,0.0267,-0.4913,1.0940,1.200
5.593634231,0.0185,-0.4884,1.0974,1.201
5.595701231,0.0124,-0.4833,1.1023,1.204
5.603292923,0.0045,-0.4786,1.1045,1.204
5.604457846,-0.0003,-0.4747,1.1050,1.203
5.604756923,-0.0059,-0.4686,1.1069,1.202
5.60552,-0.0203,-0.4656,1.1038,1.198
5.606832077,-0.0279,-0.4600,1.1011,1.194
5.618359077,-0.0318,-0.4579,1.0980,1.190
5.619297308,-0.0333,-0.4523,1.0948,1.185
5.619693846,-0.0326,-0.4507,1.0911,1.181
5.620159077,-0.0240,-0.4530,1.0857,1.177
5.620465615,-0.0135,-0.4575,1.0803,1.173
5.621076923,-0.0020,-0.4624,1.0733,1.169
5.623353,0.0096,-0.4624,1.0666,1.163
5.625870462,0.0265,-0.4681,1.0603,1.159
5.628817,0.0404,-0.4710,1.0481,1.150
5.632039385,0.0516,-0.4737,1.0371,1.141
5.632780077,0.0621,-0.4796,1.0232,1.132
5.635652923,0.0734,-0.4793,1.0090,1.119
5.637646769,0.0839,-0.4835,0.9916,1.106
5.640306769,0.0893,-0.4879,0.9716,1.091
5.642634231,0.0971,-0.4920,0.9543,1.078
5.644947385,0.1068,-0.4962,0.9367,1.065
5.647633846,0.1100,-0.4994,0.9254,1.057
5.649390846,0.1112,-0.5018,0.9140,1.049
5.652643385,0.1122,-0.5008,0.9028,1.038
5.655041615,0.1098,-0.5033,0.8873,1.026
5.656808308,0.1037,-0.5001,0.8739,1.012
5.658822846,0.0932,-0.4957,0.8627,0.999
5.661462769,0.0812,-0.4901,0.8516,0.986
5.664584077,0.0607,-0.4869,0.8414,0.974
5.666686231,0.0421,-0.4840,0.8346,0.966
5.668591769,0.0201,-0.4801,0.8273,0.957
5.671368615,-0.0005,-0.4823,0.8246,0.955
5.673625923,-0.0228,-0.4813,0.8175,0.949
5.677035692,-0.0431,-0.4784,0.8106,0.942
5.677831154,-0.0611,-0.4768,0.8028,0.936
5.680076615,-0.0797,-0.4764,0.8013,0.936
5.682693231,-0.1029,-0.4728,0.7984,0.934
5.685663692,-0.1258,-0.4696,0.7955,0.932
5.687085846,-0.1484,-0.4659,0.7959,0.934
5.689831385,-0.1676,-0.4612,0.8023,0.941
5.692745615,-0.1882,-0.4579,0.8108,0.950
5.695055769,-0.1985,-0.4581,0.8221,0.962
5.699054846,-0.2025,-0.4617,0.8350,0.975
5.699998462,-0.1987,-0.4666,0.8509,0.991
5.701485,-0.1913,-0.4779,0.8730,1.013
5.704169308,-0.1779,-0.4908,0.8940,1.035
5.706224308,-0.1586,-0.5033,0.9171,1.058
5.708619692,-0.1398,-0.5162,0.9480,1.088
5.71436,-0.1134,-0.5297,0.9726,1.113
5.715298462,-0.0902,-0.5478,0.9941,1.139
5.715707462,-0.0680,-0.5592,1.0117,1.158
5.718171385,-0.0450,-0.5704,1.0303,1.179
5.727924385,-0.0235,-0.5821,1.0432,1.195
5.728431385,-0.0064,-0.5983,1.0540,1.212
5.728601,0.0071,-0.6088,1.0640,1.226
5.728736385,0.0189,-0.6161,1.0676,1.233
5.729896923,0.0343,-0.6208,1.0696,1.237
5.732582231,0.0458,-0.6271,1.0669,1.238
5.734641846,0.0532,-0.6315,1.0635,1.238
5.736881308,0.0614,-0.6347,1.0571,1.235
5.739585615,0.0658,-0.6366,1.0486,1.228
5.742431154,0.0712,-0.6369,1.0405,1.222
5.744006462,0.0695,-0.6377,1.0312,1.214
5.746573615,0.0614,-0.6357,1.0207,1.204
5.748981231,0.0453,-0.6345,1.0093,1.193
5.751352077,0.0280,-0.6277,0.9972,1.179
5.754000692,0.0033,-0.6193,0.9831,1.162
5.755528923,-0.0145,-0.6152,0.9702,1.149
5.758414231,-0.0338,-0.6075,0.9587,1.135
5.760789308,-0.0482,-0.5986,0.9462,1.121
5.762897615,-0.0589,-0.5888,0.9396,1.110
5.765108615,-0.0655,-0.5812,0.9301,1.099
5.767631692,-0.0704,-0.5765,0.9173,1.086
5.769947154,-0.0721,-0.5734,0.8981,1.068
5.772770769,-0.0724,-0.5744,0.8775,1.051
5.777861846,-0.0716,-0.5790,0.8472,1.029
5.778645231,-0.0724,-0.5793,0.8201,1.007
5.778914538,-0.0755,-0.5861,0.7906,0.987
5.781872923,-0.0762,-0.5895,0.7671,0.970
5.784612308,-0.0762,-0.5937,0.7439,0.955
5.786863462,-0.0753,-0.6003,0.7265,0.945
5.788938846,-0.0724,-0.6061,0.7205,0.944
5.791337,-0.0675,-0.6154,0.7237,0.952
5.793824923,-0.0508,-0.6215,0.7332,0.963
5.796246154,-0.0318,-0.6315,0.7474,0.979
5.799557,-0.0068,-0.6464,0.7661,1.002
5.800478846,0.0169,-0.6599,0.7818,1.023
5.802892615,0.0453,-0.6701,0.8006,1.045
5.805779077,0.0693,-0.6865,0.8169,1.069
5.808258846,0.0870,-0.6965,0.8331,1.089
5.815247462,0.1017,-0.7104,0.8512,1.113
5.816308615,0.1147,-0.7176,0.8656,1.130
5.816651769,0.1179,-0.7295,0.8756,1.146
5.816935769,0.1226,-0.7386,0.8863,1.160
5.822641231,0.1266,-0.7437,0.8981,1.173
5.823103154,0.1269,-0.7456,0.9040,1.179
5.830009231,0.1264,-0.7459,0.9120,1.185
5.830575154,0.1271,-0.7451,0.9137,1.186
5.830813923,0.1320,-0.7486,0.9093,1.185
5.830995462,0.1335,-0.7552,0.8998,1.182
5.833494846,0.1328,-0.7564,0.8861,1.173
5.835904692,0.1340,-0.7584,0.8766,1.167
5.838236,0.1354,-0.7608,0.8644,1.159
5.841148077,0.1318,-0.7645,0.8546,1.154
5.843116,0.1310,-0.7608,0.8439,1.144
5.845163077,0.1296,-0.7566,0.8299,1.130
5.847518846,0.1289,-0.7547,0.8155,1.119
5.850466462,0.1235,-0.7500,0.8008,1.104
5.852920385,0.1164,-0.7474,0.7823,1.088
5.855597308,0.1098,-0.7388,0.7603,1.066
5.857475385,0.1042,-0.7381,0.7393,1.050
5.859557231,0.0895,-0.7317,0.7230,1.033
5.861744385,0.0719,-0.7288,0.7114,1.021
5.865225308,0.0495,-0.7214,0.7092,1.013
5.866475692,0.0248,-0.7168,0.7083,1.008
5.869013308,0.0048,-0.7114,0.7109,1.006
5.871793539,-0.0189,-0.7116,0.7188,1.012
5.873746231,-0.0401,-0.7144,0.7337,1.025
5.876124615,-0.0550,-0.7219,0.7459,1.040
5.878324308,-0.0616,-0.7265,0.7598,1.053
5.880597615,-0.0653,-0.7332,0.7769,1.070
5.882995769,-0.0641,-0.7427,0.7931,1.088
5.885676,-0.0609,-0.7530,0.8025,1.102
5.888658539,-0.0501,-0.7610,0.8167,1.117
5.890404,-0.0420,-0.7657,0.8314,1.131
5.892973308,-0.0291,-0.7689,0.8404,1.139
5.894799692,-0.0189,-0.7703,0.8411,1.141
5.897516615,-0.0098,-0.7740,0.8397,1.142
5.900575154,-0.0056,-0.7779,0.8327,1.139
5.902441,0.0033,-0.7884,0.8204,1.138
5.904986462,0.0099,-0.7980,0.8038,1.133
5.907119385,0.0148,-0.8106,0.7906,1.132
5.914410154,0.0248,-0.8218,0.7782,1.132
5.917450846,0.0380,-0.8321,0.7654,1.131
5.918001923,0.0521,-0.8390,0.7556,1.130
5.918263462,0.0685,-0.8426,0.7437,1.126
5.918481615,0.0802,-0.8451,0.7334,1.122
5.921211692,0.0917,-0.8470,0.7246,1.118
5.930317923,0.1005,-0.8500,0.7125,1.114
5.931253308,0.1122,-0.8516,0.6967,1.106
5.931528077,0.1217,-0.8560,0.6846,1.103
5.931965,0.1289,-0.8529,0.6711,1.093
5.933312308,0.1338,-0.8507,0.6587,1.084
5.935597231,0.1382,-0.8488,0.6476,1.077
5.937881615,0.1371,-0.8419,0.6369,1.065
5.939833846,0.1357,-0.8402,0.6233,1.055
5.943437539,0.1340,-0.8339,0.6061,1.040
5.944704,0.1338,-0.8255,0.5858,1.021
5.946641231,0.1326,-0.8224,0.5600,1.004
5.949658769,0.1298,-0.8226,0.5367,0.991
5.952107462,0.1284,-0.8199,0.5108,0.974
5.955027692,0.1252,-0.8153,0.4871,0.958
5.956227154,0.1191,-0.8160,0.4659,0.947
5.958285,0.1191,-0.8148,0.4454,0.936
5.961415154,0.1196,-0.8108,0.4263,0.924
5.966099077,0.1166,-0.8101,0.4102,0.916
5.966887154,0.1103,-0.8082,0.3946,0.906
5.967858231,0.1054,-0.8045,0.3804,0.896
5.970441,0.1010,-0.7996,0.3689,0.886
5.972896,0.0942,-0.7971,0.3599,0.880
5.975176923,0.0770,-0.7908,0.3547,0.870
5.977533539,0.0536,-0.7864,0.3496,0.862
5.979734846,0.0131,-0.7789,0.3466,0.853
5.981981231,-0.0340,-0.7691,0.3496,0.845
5.984852,-0.0811,-0.7588,0.3584,0.843
5.988001846,-0.1335,-0.7479,0.3696,0.845
5.989872077,-0.1818,-0.7405,0.3853,0.854
5.992033615,-0.2216,-0.7370,0.4024,0.868
5.993877846,-0.2514,-0.7349,0.4229,0.884
5.996689231,-0.2658,-0.7383,0.4434,0.901
5.998893231,-0.2676,-0.7381,0.4671,0.914
6.001575154,-0.2570,-0.7427,0.4840,0.923
6.003932,-0.2385,-0.7493,0.5033,0.934
6.005785846,-0.2155,-0.7566,0.5216,0.944
6.008701539,-0.1899,-0.7657,0.5360,0.954
6.015569,-0.1566,-0.7747,0.5483,0.962
6.016631385,-0.1286,-0.7835,0.5578,0.970
6.019227769,-0.0988,-0.7920,0.5688,0.980
6.019496,-0.0711,-0.8025,0.5861,0.996
6.029805,-0.0436,-0.8192,0.6037,1.019
6.030444308,-0.0133,-0.8421,0.6217,1.047
6.030682462,0.0173,-0.8627,0.6413,1.075
6.030882846,0.0504,-0.8891,0.6577,1.107
6.031038539,0.0822,-0.9081,0.6787,1.137
6.031809846,0.1128,-0.9264,0.7011,1.167
6.034274154,0.1403,-0.9408,0.7190,1.192
6.036446769,0.1620,-0.9494,0.7334,1.211
6.039032615,0.1809,-0.9555,0.7439,1.224
6.041587769,0.2025,-0.9580,0.7476,1.232
6.043930154,0.2156,-0.9604,0.7488,1.237
6.045840615,0.2261,-0.9564,0.7454,1.234
6.048664615,0.2302,-0.9545,0.7395,1.229
6.050495769,0.2359,-0.9492,0.7290,1.220
6.053555692,0.2403,-0.9411,0.7156,1.206
6.056644,0.2410,-0.9308,0.7002,1.189
6.057287154,0.2356,-0.9277,0.6760,1.172
6.060309923,0.2310,-0.9217,0.6533,1.153
6.062228385,0.2244,-0.9220,0.6261,1.137
6.065237539,0.2151,-0.9201,0.6000,1.119
6.067123077,0.2095,-0.9171,0.5729,1.101
6.069709231,0.1973,-0.9110,0.5458,1.080
6.072052077,0.1843,-0.9081,0.5218,1.063
6.074108,0.1665,-0.9024,0.5038,1.047
6.076472308,0.1528,-0.8984,0.4830,1.031
6.078656308,0.1326,-0.8928,0.4622,1.014
6.081623692,0.1108,-0.8830,0.4405,0.993
6.083501615,0.0907,-0.8693,0.4234,0.971
6.088085,0.0697,-0.8600,0.4036,0.953
6.088692923,0.0495,-0.8495,0.3874,0.935
6.090432077,0.0316,-0.8399,0.3740,0.920
6.093528,0.0150,-0.8343,0.3626,0.910
6.095484385,0.0018,-0.8262,0.3545,0.899
6.098634231,-0.0130,-0.8199,0.3494,0.891
6.099929615,-0.0259,-0.8101,0.3430,0.880
6.102945923,-0.0379,-0.8028,0.3398,0.873
6.104843769,-0.0469,-0.7987,0.3384,0.869
6.107432923,-0.0511,-0.7922,0.3281,0.859
6.113514769,-0.0599,-0.7875,0.3159,0.851
6.114286154,-0.0616,-0.7877,0.3054,0.847
6.114612615,-0.0638,-0.7875,0.2900,0.842
6.117362539,-0.0645,-0.7871,0.2792,0.838
6.120095692,-0.0680,-0.7950,0.2697,0.842
6.129524692,-0.0662,-0.8006,0.2609,0.845
6.130273846,-0.0587,-0.8120,0.2553,0.853
6.130572,-0.0476,-0.8194,0.2514,0.858
6.130810231,-0.0350,-0.8265,0.2516,0.865
6.131074462,-0.0166,-0.8287,0.2492,0.865
6.133366769,0.0001,-0.8314,0.2490,0.868
6.135635385,0.0173,-0.8355,0.2480,0.872
6.138527462,0.0329,-0.8365,0.2431,0.872
6.142383077,0.0483,-0.8399,0.2374,0.874
6.143086154,0.0558,-0.8434,0.2306,0.876
6.144995462,0.0641,-0.8524,0.2194,0.882
6.147401,0.0670,-0.8565,0.2120,0.885
6.150467077,0.0681,-0.8632,0.2066,0.890
6.152702846,0.0768,-0.8695,0.2064,0.897
6.154581308,0.0805,-0.8746,0.2082,0.903
6.156912923,0.0888,-0.8761,0.2113,0.906
6.159548692,0.0930,-0.8814,0.2140,0.912
6.161891154,0.0923,-0.8847,0.2182,0.916
6.163925615,0.0874,-0.8854,0.2238,0.917
6.166528615,0.0812,-0.8824,0.2276,0.915
6.168548385,0.0685,-0.8793,0.2280,0.911
6.171064,0.0546,-0.8734,0.2282,0.904
6.173598154,0.0421,-0.8724,0.2353,0.905
6.177826769,0.0265,-0.8693,0.2472,0.904
6.178721308,0.0152,-0.8693,0.2678,0.910
